CD4+ T cells,"IGFBP4,ITM2A,AMIGO2,TRAT1,CD40LG,ICOS,RCAN3,ANKRD55, DGKA, FOXP3, GCNT4, IL2RA, MDS2, RCAN3, TBC1D4, TRAT1,SELL,NT5E,ITK,TRMT2B,AAK1,CD4,GPR183,KLHL3,CCR4,ITIH4,DLEC1,ZAP70,PLXDC1,LAX1,TNFRSF4,GPR171,LY9,NCK2,PLCG1,FOXP3,C15orf53,IL5,CTLA4,IL32,GPR15,IL4,BAD,CD2,CD3G,CD5,CD28,CCR7,GOLGA4,HMOX2,MGAT2,NFE2L2,PLCL1,PPP2CA,SON,SUPV3L1,TRAF1,TSPYL1,FBXO21,FNBP4,NUDCD3,LEPROTL1,SIRPG,POLR3E,USP36,DDX31,RIC3,SLTM,HIPK1,ATXN7L1,CD3E,CD6,DNAH6,HNRNPU,DNAJB1,MBNL1,SFPQ,TPP2,UBP1,OFD1,HERC1,RBM19,CCR9,ZCCHC11,PHF3,LSM14A,TOR1AIP1,IL21R,WBP11,USP47,THAP1,MKL1,RBM25,RSRC2,ZXDC,HAUS3,C14orf169,ARID5B,TOE1,TUBGCP5,SNX19,APBB1,PSD,SSTR3,TTN,CUBN,SNPH,SPEG,MSL3,RAPGEF6,NOL9,OBSCN,CHMP7,PPWD1,KRIT1,CCNT2,TNFSF8,CCR8,DDX5,DSC1,EZH1,FCN1,GP5,PRMT2,PABPC3,POU6F1,PPM1B,RBL2,RXRG,ATXN7,TPT1,NR2C1,CDC14A,FUBP1,UBA3,SGSM2,HMGN4,DIDO1,CA5B,MORC2,SACM1L,USP33,MTO1,IPCEF1,ZBTB11,SIT1,PNMA3,UBQLN2,CRLF3,UBASH3A,TUG1,PRPF38B,ASXL2,GIMAP4,THUMPD1,ARHGAP15,ZC3HAV1,ALG13,CBLL1,TRIM46,FBXO11,TRAF3IP3,ZNF611,NFATC2IP,TMEM123,ZFC3H1,GIMAP6,CCR2,ABCD2,CD3D,CD7,CD27,ARHGEF1,TOMM20,CD96,ZNF335,ZNHIT6"
CD4+ Tcm,"ABHD3,AHNAK,ANXA2P2,AQP3,ATHL1,BMI1,BZW2,CD63,COL4A1,CYLD,ELMO2,FYN,GLIPR1,GSS,IFITM2,ITGB1,ITGB2,KLF5,LSP1,NDUFB9,PKM2,SFXN3,SIRPG,SMAD4,STX4,TRADD,VIM,XRCC6,ADSL,AK1,CD247,CD40LG,CSNK1D,CTLA4,DNMT1,GOLGB1,ITIH4,MAN2C1,NFRKB,PLCG1,POLR2A,PSMD2,RAD9A,SPTAN1,SUPT6H,NR2C1,TSC1,USP4,DGCR14,DHX16,RAE1,BAG3,SGSM2,HUWE1,RBM5,NXF1,SORCS3,MYO16,EDC4,MTO1,ZNF638,CNIH4,ICOS,FAM193B,FBXL8,EXOC1,KDM3A,USP36,CORO7,ANKRD55,CBLL1,CD2,CCR7,TPR,MSL3,AAK1,ARHGAP15,YLPM1,WDR59,TRAF3IP3,10-Sep,LY9,NAP1L4,NPAT,PLCL1,SLAMF1,ZNF200,EIF2B5,USP10,ITGB1BP1,ACAP1,NME6,USP39,FASTK,DIDO1,WDR6,CA5B,TCF25,MCF2L2,GGA3,SMG5,KBTBD2,IPCEF1,UBQLN2,COL5A3,ANAPC5,UBASH3A,PIGG,OLAH,PCDHGA9,INPP5E,DDX24,NUP85,CAMSAP1,BMPR1A,CD4,CD5,CD6,CD28,TNFSF8,CD48,DAB1,SARDH,DVL1,ERN1,GP5,GPR15,IDUA,ITK,KRT1,POU6F1,PSD,RPL38,SCNN1D,TCF20,TPO,TNFRSF4,XPC,NCK2,CDC14A,SNPH,DLEC1,SPEG,HNRNPUL1,MORC2,NCDN,RRS1,GMEB2,PNMA3,GLTSCR2,TRAT1,FXYD7,KBTBD4,ZC3HAV1,SLC4A5,DNAI2,TRIM46,OBSCN,ARID5B,TRMT61A,ZXDB,TMEM30B,CCR4,CRY2,DNAJB1,LTA,PURA,RPS16,RPS21,STK11,TFAP4,ZRSR2,JOSD1,IKZF1,9-Sep,TAB2,SNTG2,TOMM7,CDKN2AIP,THAP11,NDRG3,CCR8,APBB1,CCR6,GPR25,IL2RA,KALRN,SOCS3,ZFYVE9,PLCH2,PLXDC1"
CD4+ Tem,"ATM,CASP3,CASQ1,CD300E,DARS,DOCK9,EXOSC9,EZH2,GDE1,IL34,NCOA4,NEFL,PDGFRL,PTGS1,REPS1,SCG2,SDPR,SIGLEC14,SIGLEC6,TAL1,TFEC,TIPIN,TPK1,UQCRB,USP9Y,WIPF1,ZCRB1,RPN2,SLAMF1,SPTAN1,TRADD,MYO16,MCF2L2,ESYT1,TRAPPC2L,ARHGAP15,RIC8A,TNFSF8,GPR25,SELPLG,SMARCC2,LZTR1,CCR9,SIT1,FBXL8,RNPEPL1,CD2,CTLA4,DNAJB1,RGS1,CLIP1,DYNLT1,COLQ,CDC14A,RANBP9,ICOS,TRAT1,SMAP1,SAMSN1,HAUS3,10-Sep,ARAF,CAPZB,CCNT1,CD3E,CD4,CD5,CD40LG,CD52,COPB1,DYNC1H1,E4F1,EMD,GOLGB1,GPI,CXCR3,GRM3,IDE,IK,IL10RA,ITIH4,ITK,MARK3,NDUFB2,NFKB1,NFRKB,PABPC3,PGK1,PLCL1,PSMD9,RABGGTA,RBL1,RRM1,S100A11,SOS1,SSR2,TAF10,TBCC,TCF20,TRAF1,TUFM,XPC,BRPF1,DGCR14,RBM10,MAPKAPK5,MKNK1,EIF3A,EIF3G,RIPK1,TAF1B,USP10,MTMR6,ZFYVE9,BAG3,APBA3,RNF7,SEC24C,N4BP1,MAML1,SLC35B1,BCAS2,SF3A1,SLC9A6,CGRRF1,DCTN6,GIPC1,9-Sep,JTB,COPS6,SF3B2,CDC37,MORC2,TCF25,CNOT1,JMJD6,RRS1,KIAA0368,CABIN1,COG4,AHCTF1,IBTK,GORASP2,GIT1,C19orf53,UBIAD1,COL5A3,GOLGA7,RWDD1,TRAPPC4,VPS54,SRRT,DDX56,STX17,THUMPD1,NECAP2,ZC3HAV1,USP36,ELAC2,GPSM3,NSD1,NOL6,PVRIG,TNIP2,FYCO1,CDC73,FBXO31,MUS81,ZNF394,SPSB3,SLC38A10,ASB6,AIRE,CD6,CD28,CD48,CCR4,CCR6,CCR8,ERN1,GPR15,GZMK,IL5RA,ITGB7,KLRB1,KRT1,LTA,LTK,OSM,PDCD1,RPL38,RPS21,TPO,TNFRSF4,TKTL1,HIST1H3A,NCK2,DLEC1,STUB1,HMGN4,NCDN,GALNT8,GPR171,GLTSCR2,UBASH3A,FXYD7,KBTBD4,DNAI2,CCR2"
CD8+ T cells,"ABT1,AES,APBA2,ARHGAP8,C12orf47,C19orf6,C4orf15,CAMLG,CD8A,CD8B,CDKN2AIP,DNAJB1,FLT3LG,GADD45A,GZMM,KLF9,LEPROTL1,LIME1,MYST3,PF4,PPP1R2,PRF1,PRR5,RBM3,SF1,SFRS7,SLC16A7,TBCC,THUMPD1,TMC6,TSC22D3,VAMP2,ZEB1,ZFP36L2,ZNF22,ZNF609,ZNF91,GZMK,CD3E,CD3G,CXCR3,CD3D,BCL11B,CD28,KLRG1,IL7R, HAUS3, JAKMIP1, NAA16, TSPYL1,CD27,CLUAP1,CRTAM,FKTN,LY9,PLCG1,RING1,SIRPG,TSPAN32,ARHGEF1,EEF1D,CTSW,FBXW4,ZNF611,GZMH,TTN,CD7,CX3CR1,CCR7,DSC1,PRMT2,IL16,MMP19,NFKB1,NPAT,PCNT,PFN2,PURA,MTRF1,CD96,CEPT1,MSL3,DIDO1,AAK1,RBM34,CBY1,POP5,RAPGEF6,YLPM1,CIAPIN1,TRAF3IP3,CA6,NDUFS2,S100B,ZNF200,MYOM1,SDCCAG3,BTN2A1,COG2,UTP20,UBQLN2,DPP8,CCDC25,POLR3E,NKRF,PLXDC1,GGNBP2,WDR82,NDFIP1,TMEM41B,NAA16,CASP8,PTGDR,SLC1A7,NPRL2,GIMAP4,APBB1,DHX15,HNRNPL,KRT2,PRL,PSD,RASA2,RBL2,RPL37A,SFPQ,SSTR3,ZNF154,PRPF4B,MED17,HNRNPA0,FNBP4,LSM14A,KLHL3,ZBTB11,SHANK1,ZNF639,USP47,ZC3HAV1,GJC2,IRF3,SDAD1,FTO,RNF113A,CD160,COPZ1,MKRN2,UBE2Q1,C7orf26,EML3,KLRB1,LAIR2,PTPN4,RWDD3,IPCEF1,TOMM7,FAM134C,CCDC53"
CD8+ Tcm,"ACTN4,ADAM12,ADCY9,F13A1,FCER1G,FCGR3B,FGF7,FKBP4,GLUD1,GM2A,GUSB,IL1RN,NOL11,NTRK1,RARA,RNF128,SIGLEC1,TNFRSF11A,TOX4,UBA52,ULBP1,CASP8,CD27,TNFSF8,GZMK,NCK1,GPR171,CRTAM,PARP11,TMEM30B,ADCYAP1R1,ABCD2,ALK,CD8A,CD8B,CD28,CD48,ESR2,CXCR3,LAG3,SH2D1A,MMP11,SLC6A7,SYN2,TPP2,DUSP11,HELZ,CD96,ZMYND11,SEC24A,ZC3H13,LEPROTL1,ADAT1,CHST5,SIT1,HAO2,GIMAP4,PCDHA10,SMAP1,VPS33A,GIMAP6,DNAJB1,RASA2,RGS1,DYNLT1,CDC14A,CGRRF1,DCTN6,PPWD1,USP36,HAUS3,NAA16,CTSW,IL2RB,BMPR1A,C21orf2,CD3E,GZMH,GZMA,INPP4A,KIF2A,KLRD1,KRT1,PTPN4,RPS6KB1,ATXN7,ZAP70,TRADD,LRIG2,MED6,KLRG1,ZBTB1,TNRC6B,ATF7IP,CYP20A1,TNKS2,ISCA1,SFXN1,CD7,PDCD1,PTPRCAP,S100B,XCL1,SGCD,TBCC,HIST1H4F,STUB1,HMGN4,AKAP3,GNLY,TRAF3IP1,ELP3,C21orf59,WDR18,INTS5"
CD8+ Tem,"ACAP1,APOL3,ARHGAP10,ATP10D,C3AR1,CCR5,CD160,CD55,CFLAR,CMKLR1,DAPP1,FCRL6,FLT3LG,GZMM,HAPLN3,HLA-DMB,HLA-DPA1,HLA-DPB1,IFI16,LIME1,LTK,NFKBIA,SETD7,SIK1,TRIB2,DHX8,GZMH,GZMK,LAG3,ZAP70,COLQ,RGS9,CXCR6,PVRIG,PYHIN1,ABCF1,ACADVL,RHOG,SLC25A20,CAPZB,CD2,CD3D,CD3G,CD7,CD8A,CD8B,COPB1,CTSW,CX3CR1,DAXX,DIAPH1,DMWD,DYNC1H1,EMD,GOLGA1,GTF3C1,GYG1,GZMA,HMOX2,DNAJB1,IDH3B,IFNG,IL10RA,ITGAL,KLRB1,KLRD1,LAIR2,MARK3,MT2A,MYO1F,NDUFB1,NDUFB2,NDUFS6,NKG7,PABPC3,PCNT,PHKG2,PPP2R5C,PSMC5,PSME1,PTGDR,PTPN4,PTPRA,PZP,RGS1,RPN2,CCL4,SLAMF1,SNTB2,SSR2,STX4,TAF10,DYNLT1,TUFM,WAS,RNF113A,LZTR1,DHX16,GPR65,MKNK1,B4GALT3,RIPK1,IL18RAP,ARHGEF1,CIAO1,SEC24C,N4BP1,CROCC,MAML1,KIAA0196,SEC16A,PREB,KLRG1,SLC35B1,SF3A1,GNLY,SF3B2,WWP2,BTN2A1,PUF60,HMGXB3,SNRNP200,JMJD6,TMEM184B,RNF167,ERAL1,CYTH4,MRPL22,ABT1,UBN1,GPR171,TIMM22,NRBP1,COL5A3,RWDD1,TRAPPC4,SRRT,STX18,TRNAU1AP,IMP3,ABCF3,CHST12,UBE2Q1,AMBRA1,MAP7D1,EXOC2,WSB2,BIN3,CRTAM,MRPS22,RIC8A,NOL6,AHNAK,TNIP2,HAUS3,FYCO1,C14orf169,ZMYM1,MUS81,DEFB126,ARPC5L,ZNF394,RHOT2,SPSB3,NCR3,CCDC85C,CALM1,GZMB,IL2RB,SH2D1A,PPP1CA,PRF1,MAPK13,NPRL2,CD300A,TBX21,BIN2,SASH3,CTDSP1,CCDC130,ABCD2,FASLG,ATR,BMPR1A,C8G,C21orf2,CACNB1,CAPN2,CASP8,CSNK1G2,DUSP8,E4F1,FLT4,GIPR,GOLGA4,CXCR3,HLA-A,HLCS,KIF22,MAN2C1,MEN1,MAP3K10,MSH3,PDCD1,PLCG1,PMS1,POLG,PRKG2,PTPRC,PTPRCAP,PURA,RBL2,RFX1,S100B,XCL1,FBXW4,SLC1A7,TBCC,TCOF1,USP1,ZNF79,ZNF142,ARHGEF5,GPR68,IKBKAP,CDK10,SLC25A12,DDX18,PSTPIP1,GPR52,OTOF,GRAP2,CTR9,SART3,USP34,URB2,ZBTB39,DLEC1,ACTR1B,ARFRP1,CD96,STUB1,NMUR1,HMGN4,SRCAP,CAPN10,CEP250,IKZF3,AAK1,ZBTB1,SCAP,MDN1,CSTF2T,ADAT1,MTO1,FBXO3,TRMT2A,RPUSD2,VPS4A,GPKOW,SIT1,ASTE1,ANAPC2,PNMA3,ZNF639,LIPT1,PRMT7,KLHDC4,ALKBH4,CNNM2,DPP8,C2orf42,USP47,ELP3,KLHL11,GIMAP4,CDKN2AIP,URGCP,LTB4R2,INPP5E,PRDM8,TULP4,PLXDC1,CHD8,CREBZF,ZNF335,RNF25,PAPOLG,KRI1,C7orf26,C1orf35,GCC1,CORO7,GSDMD,WDR82,SLC38A1,ZNF276,PWWP2A,OSBPL7,MRFAP1L1,DNAJC24,ZNF428,ZNF549,GIMAP6,CD3E,CTBP1,ELK4,ERN1,IL12RB1,IRF3,SBF1,UBTF,CDC14A,NCR1,SGSM2,STK25,DIDO1,SACM1L,TTC22,PANK4,RNF126,TRMU,OTUD7B,HIVEP3,FBXO31,ZNF696,TRAF3IP3,KIAA1109,ANGEL2"
cDCs,"ALCAM,ANXA1,CD1C,CD1E,DBI,FCER1A,ITGAX,PITPNA,SSR1,RAB7A,CLEC10A,TCTN3,CCDC88A,SLAMF8,ACTR3,CD86,FLT3,S100A10,CD163,FGL2,CD93,WDFY3,CLEC4A,CD1A,CD1B,CD80,DNASE1L3,GFRA2,CCL17,CCL24,RRP1B,CD209,KCNK13,ALOX15,CRH,CCL13,CCL23,ALDH1A2"
Chondrocytes,"ACAN,ARL1,COMP,ERG,ISLR,OGN,PGK1,PRELP,COL14A1,RGS11,TBX4,MORF4L2,LAPTM4A,SNUPN,MPHOSPH6,SCRG1,FBXW11,REM1,ZNF471,PODNL1,GLG1,PTP4A2,GOSR2,CCNB1,COL10A1,CSNK1A1,FOXD2,LPAR4,MYOC,NFATC4,NKX3-1,OMD,STAT2,TNXB,GDF5,FZD9,CILP,TNFSF11,WASL,TMEM59,PRG4,ANGPTL7,SLC38A3,DSTN,WWP2,IQSEC2,HSPB7,COL5A3,CRTAC1,NPLOC4,NDFIP1,DYNLRB1,LRRC15,ADRA1D,AK1,ABCD1,APOC3,ARCN1,ARNT,CACNA1C,CACNB1,CAMLG,RUNX2,RUNX1,COPA,COPB1,CYP19A1,DMWD,DPT,DVL1,ELN,ENO1,ERF,ETF1,FGF7,FOXC2,FSHB,GOLGA4,MCHR1,GRIA3,HAS1,HDLBP,HOXD3,IBSP,IDUA,IFNB1,IGF1,KRT10,LEP,LTBR,SMAD5,MIF,MLN,MLLT1,NFKBIL1,OCRL,P4HB,PCDHGC3,PDE3A,PFN2,PGM1,PRL,PYY,PTH1R,PTPN11,RAB3A,RGR,ROS1,S100A6,SGCD,SNTB2,SSX1,TACR3,TF,CLEC3B,TNNT3,TUB,ZFPL1,ZBTB16,CDK2AP1,PRKRA,MYH13,WISP1,SPAG9,MAP3K6,OTOF,CABP1,BAG3,NCOR2,TTC37,CUL7,PJA2,NAALADL1,RANBP9,ABCC9,ABI2,CALCOCO2,YAP1,CDIPT,TM9SF1,PRDX4,TRIM3,CORIN,ZMYND11,NCKAP1,CCL27,YIF1A,COPS8,SPIN1,KDELR1,SERINC3,OS9,TMED10,EMILIN1,MAP4K5,NXPH3,FNDC3A,TBC1D9B,ERC1,MAST2,SNX13,PHLDB1,GANAB,SCFD1,POFUT2,KIAA0368,MKRN2,EID1,BCL2L13,TMEM59L,SNED1,GORASP2,SLC13A4,RNF11,TUBG2,IL17B,KLF15,CNIH4,GMPPA,SEC61A1,POMT2,NRBF2,TMED7,CELA2B,NGRN,CMPK1,MIOS,MIER2,SLC41A3,WDR41,KLHL26,OLAH,SPATA7,GLT8D1,IRGC,IFT46,OTUD7B,RIC8A,ZFAND3,PKNOX2,NEUROG2,ACBD3,TTC23,SLC26A10,C11orf95,YIPF2,FTO,HDAC11,TCEAL4,ADM2,SVEP1,UBXN6,TM2D1,TSSK1B,IL17RC,TBC1D16,PRRC1,ZNF358,10-Sep,SLC5A12,NPHP4,PPIL6,DPY19L4,CTRB2,LBP"
Classswitched memory B cells,"TNFRSF17,BLK,CR1,EPS15,RAPGEF1,PTPN6,RAD17,TRAF3,UBE2G1,UBE2I,BAIAP3,DEPDC5,NDUFA9,SLC12A3,TAF6,UBE2N,TRRAP,SCRN1,ABI1,CPSF4,SUB1,SP140,TNFRSF13B,ADAMDEC1,AFTPH,PRDM10,NARFL,PIKFYVE,SEC24A,NGLY1,CXCR5,MS4A1,CD80,COL19A1,GPR25,HLA-DQB2,PAX5,SPIB,SNED1,ZBTB32,FCRL2,KHDRBS2"
CLP,"COX6C,DNTT,IGLL1,PLP2,PSMA6,VPREB1,AIMP1,TOMM20,GPN3,HIVEP3,MYL12B,H3F3B,IDH3A,OXA1L,SNRPD1,ADNP,C19orf53,C11orf57,FAM76A,CALM1,GAPDH,IGBP1,PSMB3,RFC4,RPL8,ATP6V1G1,METAP2,DSTN,ASCC1,WDR33,NGLY1"
CMP,"AZU1,MS4A3,CPA3,CRHBP,CRYGD,CTSG,ELANE,MS4A2,IGLL1,MPO,SERPINB10,PRG2,PRTN3,RNASE2,RNASE3,STAR,EPX,NAALADL1,CLC,FLT3,HDC,HPGDS,ALOX15,ANXA3,BYSL,C1QB,CACNA1E,CAMK2A,RUNX1,CCNC,CD1E,CD63,CDSN,CLIC1,CNGA3,CPB1,CPN1,CRYGA,CSF2RB,DAB1,DEFA6,EDN3,EYA3,FMO2,AFF2,G6PC,GALR1,GDF9,GNAT1,GPD1,GRIA4,GRM2,GUCA2B,H2AFX,HSF4,IDUA,IL5RA,IL13,IMPG1,PDX1,ITIH3,ITIH4,KCNJ10,KCNN1,LCT,MEA1,MKI67,MPL,MYF5,MYH11,NDUFB4,OXT,P2RY4,PAX1,PAX3,PGR,SERPINI2,PRKG2,PYY,PTPRS,RCVRN,RHO,RORB,SCN1A,CCL18,CCL23,SIM1,SLC5A2,SLC18A2,SNAPC4,TNR,TP73,TRPC3,TYR,COL14A1,UNG,VPREB1,ZNF174,MADCAM1,CLPP,GDF5,HIST1H2BO,PLA2G6,BFSP2,IRS4,LIPF,BRSK2,SLC13A2,CCNB2,LONP1,NTN1,FHL5,FRMPD4,DLEC1,CHAF1A,GLYAT,TRAIP,CACNG3,TUBA1B,PRG3,TAB1,ERLIN1,SPAG5,RASL10A,NEU3,RUVBL2,ACTL7A,PTPRT,SNW1,FAIM2,POLA2,IRF2BP1,DAZAP1,DNAI1,FOXB1,SNX5,NDOR1,GNMT,CNTN6,MYLPF,SMARCAL1,UBQLN3,RASL12,TOLLIP,MED18,COMMD4,CRTAC1,KLHL11,DHX32,SPATA7,CENPN,ZMAT5,C21orf62,CYSLTR2,VN1R1,SLC4A5,CADM3,PRODH2,DNASE2B,ALX4,XPNPEP3,DPEP3,GPR135,PDIA2,CYP3A43,LRRC19,C22orf46,LIN28A,ZBBX,RERGL,L2HGDH,TSGA10,LRRC3,NRIP2,COG7,TIMM50,TBC1D16,ZNF428,RAB40A,FAM76A,ATXN7L1,ANKRD34C,ADSS,MAPK14,TOR1A,FANCG,LPAR4,GPR27,LTC4S,LYL1,MYO9A,PGM1,POLE,MAP2K5,TRIM27,RREB1,SPN,TFCP2,TOP2B,TPSAB1,WHSC1,XPO1,ZNF221,HIST1H2BL,HIST1H3C,HIST1H4C,NSMAF,JRK,ZMYM4,TGM5,SCAMP1,HDAC6,ZNF197,TAF6L,USP19,EHMT2,HMGXB3,SMC5,MGA,KIAA1033,ZNF629,TNPO3,ZKSCAN5,ZZZ3,SPAG8,REV1,PHF7,VPS54,EXD3,SETD5,RHOT1,ZNF701,CENPJ,KLHL9,ZNF471,BAHCC1,HRH4,FAM111A,NARFL,S100PBP,MTHFSD,ZNF747,CCDC121,ZNF768,ATP8B4,ZKSCAN3,CDT1,USP48,ARHGAP33,ZNF780B,PIKFYVE,ZKSCAN4,ZNF324B,NAT6,CD33,FBXL4,ATP8B3"
CTLs,"CD8A,EOMES,FGFBP2,GNLY,KLRC3,KLRC4,KLRD1,GZMA,GZMB,CD8B,PRF1"
Cytotoxic cells,"APBA2,APOL3,CTSW,DUSP2,GNLY,GZMA,GZMH,KLRB1,KLRD1,KLRF1,KLRK1,NKG7,RORA,RUNX3,SIGIRR,WHAMMP3,ZBTB16,GZMB,PRF1,KNG1,PSORS1C2,BLNK,SCN3A,TNFRSF10C,ITGAM,CD8A,PTGDR2,CD8B"
DCs,"CCL13,CCL17,CCL22,CD209,HSD11B1,NPR1,PPFIBP2,NR4A3,HAVCR2,KMO,DNASE1L3,ANPEP,CXCL16,BLVRB,C1QA,C1QB,CSF1R,CXCR3,FGL2,GZMB,IL21R,KCNA5,KCNC3,KCTD5,LILRB4,LMAN2L,NFKB1,PLD2,PTCRA,PTGIR,SIGLEC1,SLAMF8,SLC15A3,SYT17,VAV2,CA8,CALY,CRTAM,CYP4F3,GATA3,ITIH4,PRR5L,ST8SIA1,TNFRSF10C,ALOX15,CD1A,CD1B,CD1E,ALDH1A2,HLA-DQA1,FPR3,CD9,CLEC10A,TFEC,TREM2,ACHE,ALOX15B,CD80,CD86,CCR7,DPYS,ETV3,GRIN1,GRSF1,HCRTR2,IL12B,IRF4,KCNN1,LOR,MCF2,RAB8A,PRRG2,RNF2,CCL18,CCL23,SLAMF1,TRAF1,TNFRSF4,TXN,SLC30A4,CUL1,MAP3K6,TMSB10,MAP3K13,CEP350,BCL2L11,MPHOSPH6,SPINT2,HPS5,NXPH3,TDRD7,TMEM131,SUZ12,BCL2L13,FBXL4,SNX11,TBC1D13,ARL8B,NECAP2,CAMK1G,CCDC81,SAMSN1,UBE2Z,PTGES2,SLCO5A1,ALCAM,CD1C,F13A1,FCER2,TACSTD2,STAB1,MS4A6A,CCL19,RRP1B,KCNK13,GUCA1A,HK3,CCL8,CCL24,HS3ST2,NAGPA,MS4A4A"
Endothelial cells,"CDH5, CLDN5, CLEC14A, CXorf36, ECSCR, F2RL3, FLT1, FLT4, GPR4, GPR182, KDR, MMRN1, MMRN2, MYCT1, PTPRB, RHOJ, SLCO2A1, SOX18, STAB2, VWF,ACVRL1,APLN,BCL6B,BMP6,BMX,CLEC14A,CXorf36,EDN1,ELTD1,EMCN,ESAM,ESM1,FAM124B,HECW2,HHIP,KDR,MMRN1,MMRN2,MYCT1,PALMD,PEAR1,PGF,PLXNA2,PTPRB,ROBO4,SDPR,SHANK3,SHE,TEK,TIE1,VEPH1,VWF,PECAM1,CLDN5,PLVAP,ECSCR,SLCO2A1,CCL14,TM4SF18,ERG,FABP4,HYAL2,FLT4,EGFL7,TSPAN18,PDE2A,NOS3,APOLD1,RHOJ,RAMP2,GPR116,F2RL3,JUP,CCBP2,GPR146,RGS16,TSPAN7,RAMP3,PLA2G4C,TGM2,LDB2,PRCP,ID1,SMAD1,AFAP1L1,ELK3,ANGPT2,LYVE1,ARHGAP29,IL3RA,ADCY4,TFPI,TNFAIP1,SYT15,DYSF,PODXL,SEMA3A,DOCK9,F8,NPDC1,TSPAN15,CD34,THBD,ITGB4,RASA4,COL4A1,ECE1,GFOD2,EFNA1,PVRL2,GNG11,HERC2P2,MALL,HERC2P9,PPM1F,PKP4,LIMS3,CD9,RAI14,ZNF521,RGL2,HSPG2,TGFBR2,RBP1,FXYD6,MATN2,S1PR1,PIEZO1,PDGFA,ADAM15,HAPLN3,APP,ARHGEF15,ADSS,AP2A2,ANXA2,ANXA3,RHOC,PTTG1IP,CANX,CAV1,CCT6A,CDC27,AP2S1,CLTA,DAD1,DDX10,EIF4G2,FOXC2,FLT1,GJA4,GNB1,GOT2,GPR4,HSPA4,HTR2B,TNPO1,MNAT1,MYL6,NEDD8,NNAT,NOTCH4,PNP,PDE3A,PIK3C2A,PLS3,PPP2R2A,PSMB7,PSMD1,PSMD2,PSMD10,RALA,RANGAP1,RARS,RCN2,S100A6,MAPK12,SELE,SH3GL1,SLC16A1,SNTB2,SSBP1,TARBP2,TJP1,TPD52L2,HSP90B1,UFD1L,FXR1,SCARF1,DYNLL1,CDC123,EIF2B2,MTMR2,BCL10,TNFSF18,ITGB1BP1,TAOK2,EI24,GDF3,FEZ2,SAE1,KIF20A,ACTR1A,PDIA6,TXNDC9,PCGF3,TIMM17A,CARM1,SEMA6B,IPO7,PITRM1,ARPC1A,IGF2BP3,YKT6,COPS6,PWP1,CDC37,FAM107A,ECD,TUSC2,NCBP2,CD93,ATF6,TTLL5,STAB1,ARL2BP,MTCH1,TMEM184B,CLEC1A,BFAR,PCDH12,SPTBN5,BTBD1,SOX18,TMED9,DEF8,RASIP1,TMEM39B,LRRC59,NPLOC4,CISD1,KLHL9,ANO2,MRPL17,SPATS2,EDC3,NETO2,DCTN5,G6PC3,MYL12B,KANK3,ART4,KRT19,TACSTD2,GIMAP4,ERCC1,FBL,FDPS,HTR1B,LYL1,NOVA2,PSMC5,RELA,RPS14,CLPP,BUB3,DLGAP5,LYPLA1,STK25,SEMA6C,PTTG2,WDR4,STRAP,N4BP3,EDC4,PRKD2,PRPF19,GIT1,CEP55,METTL3,TUT1,FAM65A,MTG1,GIMAP6"
Eosinophils,"ABHD2,ACACB,C9orf156,CAT,CCR3,CLC,CYSLTR2,EMR1,EPN2,GALC,GPR44,HES1,HIST1H1C,HRH4,IGSF2,IL5RA,KBTBD11,KCNH2,LRP5L,MYO15B,RCOR3,RNASE2,RRP12,SIAH1,SMPD3,SYNJ1,TGIF1,THBS1,THBS4,TIPARP,TKTL1,GIPR,KRT18P50,LRMP,FOSB,GPR183,NR4A3,ST3GAL6,DEPDC5,PDE6C,PKD2L2,GPR65,P2RY14,DACH1,DAPK2,EMR3,C3AR1,DRP2,KCNA5,KIF5A,TACSTD2,NPY2R,PLXNB3,RGS13,TNFSF11,ADAM18,CUX2,CDH19,RASL12,NYX,SYCP1,PHLDA2,NXPH3,LMTK2,AP4E1,FBXO40,TRIM48,MMRN2,AGTR2,ASPA,ATOH1,BMX,MS4A3,CCR1,FCER1A,FMO3,GAST,HDC,LECT2,MOG,PRL,STATH,ADAM21,HS3ST2,ZNF197,POLQ,PURG,MYO3A,FEV,LRRC36,MMP26,ADORA3,ALOX15,CA4,ENTPD2,CEBPE,CEACAM8,DEFA4,HIC1,LTF,MNT,RARA,SLC19A1,KSR1,PGLYRP1,CD101,KCNK7,OLIG2,PTTG2,SETD1B,KDM6B,ABTB2,SIGLEC8,GMIP,MKL1,DPEP2,MMP25,MBOAT7,CORO7,ARHGAP33,TRPM6,BPI,CAMP,CSF2RB,CCL23,SRRM2,DPEP3"
