gene	weight
CPD	2.58933022098607e-05
CPE	8.02436488500594e-05
CPEB1	7.28733699888415e-05
CPEB2	3.47802911807527e-05
CPEB3	6.93937997465239e-05
CPEB4	3.2771531772125e-05
CPLX1	0.000101130300639496
CPLX2	8.18669903430635e-05
CPLX3	3.23918191932891e-05
CPLX4	2.97354526101402e-05
CPM	1.51204462481499e-05
CPN1	4.37137201939256e-05
CPN2	2.45893327194408e-05
CPNE1	1.2445666395596e-06
CPNE2	1.2445666395596e-06
CPNE3	1.2445666395596e-06
CPNE4	1.2445666395596e-06
CPNE5	1.2445666395596e-06
CPNE7	1.2445666395596e-06
CPNE8	1.2445666395596e-06
CPNE9	1.2445666395596e-06
CPO	1.2445666395596e-06
CPOX	5.49189137899112e-05
CPPED1	1.7043526343295e-05
CPS1	7.16623562736753e-05
CPSF1	0.000116193836790634
CPSF2	0.000106977297815433
CPSF3	0.000129138606336337
CPSF3L	1.2445666395596e-06
CPSF4	8.56938582692217e-05
CPSF4L	4.6926630963664e-05
CPSF6	0.000130050381337413
CPT1A	0.000103178629319351
CPT1B	7.02353505440029e-05
CPT2	6.30589743374072e-05
CPVL	2.54780134012675e-05
CPXCR1	1.2445666395596e-06
CPXM1	1.2445666395596e-06
CPXM2	1.2445666395596e-06
CPZ	1.38358110689986e-05
CR1	6.86511705259132e-05
CR1L	1.94259694075051e-05
CR2	0.000101359471063961
CRABP1	2.87414941132526e-05
CRABP2	3.76092247198738e-05
CRADD	2.57773188568452e-05
CRAMP1L	1.2445666395596e-06
CRAT	2.81576970810574e-05
CRB1	2.33929277808681e-05
CRB2	4.11395476579374e-05
CRB3	5.72170779204513e-05
CRBN	0.000160249214827694
CRCP	9.74486192771202e-05
CRCT1	3.56298752366506e-05
CREB1	0.000402101139500477
CREB3	9.63462597123505e-05
CREB3L1	7.97630838485678e-05
CREB3L2	7.690337627019e-05
CREB3L3	9.68986106123444e-05
CREB3L4	8.1559843016838e-05
CREB5	0.000105096518950556
CREBBP	0.000454974714855819
CREBL1	1.2445666395596e-06
CREBL2	1.45853331634684e-05
CREBZF	2.53770443384745e-05
CREG1	1.42945524342682e-05
CRELD1	1.36359045657044e-05
CRELD2	2.55520686240376e-05
CRH	0.000153114288439056
CRHBP	3.36490983623365e-05
CRHR1	0.000100381568442848
CRHR2	4.3813695399455e-05
CRIM1	2.79956855374418e-05
CRIM2	1.2445666395596e-06
CRIP1	1.54282008007425e-05
CRIP2	1.2445666395596e-06
CRIP3	1.2445666395596e-06
CRIPAK	1.2445666395596e-06
CRIPT	6.29471235288854e-05
CRISP1	1.47393920947186e-05
CRISP2	1.93545531076651e-05
CRISPLD1	1.47393920947186e-05
CRISPLD2	1.47393920947186e-05
CRK	0.000276259265835914
CRKL	0.000195880616161882
CRKRS	1.2445666395596e-06
CRLF1	2.42321353923355e-05
CRLF2	7.66376550981575e-05
CRLF3	2.53025737463172e-05
CRLS1	6.18139938325317e-05
CRMP1	4.9004098531678e-05
CRNKL1	0.000181324919580778
CRNN	9.36326531391126e-05
CROCC	4.77706756326786e-05
CROCCL1	1.2445666395596e-06
CROCCL2	1.2445666395596e-06
CROP	1.2445666395596e-06
CROT	2.29148867077458e-05
CRP	0.000241117316201299
CRSP2	1.2445666395596e-06
CRSP6	1.2445666395596e-06
CRSP9	1.2445666395596e-06
CRTAM	1.99214388823005e-05
CRTAP	5.70315960472691e-05
CRTC1	3.35505778718619e-05
CRTC2	0.000102804066696572
CRTC3	2.62081691769364e-05
CRX	0.000120111250878969
CRY1	0.000100438542896328
CRY2	9.29511526550502e-05
CRYAA	0.000101856676636579
CRYAB	8.87874528209445e-05
CRYBA1	4.16844480504147e-05
CRYBA2	2.44167740848349e-05
CRYBA4	3.24897364852421e-05
CRYBB2	4.9755645754392e-05
CRYBB3	5.38549335652e-05
CRYBG3	1.2445666395596e-06
CRYGA	1.76478674649651e-05
CRYGB	2.14723388100995e-05
CRYGC	4.08742856710994e-05
CRYGD	5.58986883688628e-05
CRYGS	4.59563490954149e-05
CRYL1	5.49854621275109e-05
CRYM	1.8021453154879e-05
CRYZ	2.46917370502813e-05
CRYZL1	2.44666597134688e-05
CS	0.000310225904063829
CSAD	4.42186088332618e-05
CSAG1	6.75727005367094e-05
CSAG3	1.53637770899026e-05
CSAG3A	1.2445666395596e-06
CSAG3B	1.2445666395596e-06
CSDA	1.2445666395596e-06
CSDC2	1.33728223341928e-05
CSDE1	4.00221782442629e-05
CSE1L	7.70701036063751e-05
CSF1	0.000137818510827719
CSF1R	0.000258375345585947
CSF2	0.000249005385191795
CSF2RA	5.50679312276732e-05
CSF2RB	9.53146776032618e-05
CSF3	0.000255843374894983
CSF3R	0.000130104237527992
CSGALNACT1	6.2583976286654e-05
CSGALNACT2	7.14731602669196e-05
CSH1	0.000102815769394437
CSH2	0.000108432024493753
CSHL1	1.95886761105366e-05
CSK	9.87554402914249e-05
CSMD1	1.2445666395596e-06
CSMD2	1.2445666395596e-06
CSMD3	4.09610022203905e-05
CSN1S1	1.61101897854837e-05
CSN1S2A	1.2445666395596e-06
CSN1S2B	1.2445666395596e-06
CSNK1A1	0.000143012448366242
CSNK1A1L	3.48569011488177e-05
CSNK1A1P	1.2445666395596e-06
CSNK1D	0.00015100952018833
CSNK1E	0.000180698332703515
CSNK1G1	2.08039350451012e-05
CSNK1G2	3.76320075434264e-05
CSNK1G3	3.42879605582289e-05
CSNK2A1	0.000160338934128479
CSNK2A1P	1.2445666395596e-06
CSNK2A2	0.000101391571773986
CSNK2B	8.24753446535964e-05
CSPG4	4.3964363959988e-05
CSPG4LYP1	1.2445666395596e-06
CSPG4LYP2	1.2445666395596e-06
CSPG5	2.15707360986809e-05
CSPP1	6.3304649824385e-05
CSRNP2	1.64786881022975e-05
CSRNP3	1.2445666395596e-06
CSRP1	2.23352125587413e-05
CSRP2	1.2445666395596e-06
CSRP2BP	1.2445666395596e-06
CST11	1.2445666395596e-06
CST3	7.69274600729073e-05
CST4	4.33305844714607e-05
CST5	1.2445666395596e-06
CST6	2.98829178525568e-05
CST7	3.10346265951175e-05
CST8	7.70371317954638e-05
CST9	7.7037131795405e-05
CSTA	7.6097467376611e-05
CSTB	5.46561025332702e-05
CSTF1	8.0702231422217e-05
CSTF2	0.000106660790259998
CSTF2T	6.64305399750983e-05
CSTF3	9.91070122264992e-05
CT45A1	7.70371317954638e-05
CT45A4	1.2445666395596e-06
CT45A5	7.7037131795405e-05
CT45A6	1.2445666395596e-06
CT47A1	1.2445666395596e-06
CT47A6	1.2445666395596e-06
CT47A7	1.2445666395596e-06
CTAG1A	1.78537976190596e-05
CTAG1B	0.000129754693520071
CTAG2	6.66933832151457e-05
CTAGE1	1.72200321184675e-05
CTAGE4	1.2445666395596e-06
CTAGE5	1.2445666395596e-06
CTAGE6	1.51963247206452e-05
CTBP1	0.00023409380930957
CTBP2	0.000159807345068476
CTBS	1.47436837978632e-05
CTCF	0.000137998564539022
CTDP1	8.37156499712571e-05
CTDSP1	3.40486698242065e-05
CTDSP2	3.40022947651007e-05
CTDSPL	2.44401444241292e-05
CTDSPL2	1.80317189613716e-05
CTF1	4.9628421308969e-05
CTGF	1.2445666395596e-06
CTGLF1	1.2445666395596e-06
CTGLF3	1.2445666395596e-06
CTGLF5	1.2445666395596e-06
CTGLF6	1.2445666395596e-06
CTGLF7	1.2445666395596e-06
CTH	0.000125485658165247
CTHRC1	2.1342779408617e-05
CTLA4	0.000238889388359958
CTNNA1	0.000114475882680764
CTNNA2	9.74171302303004e-05
CTNNA3	8.10261726542503e-05
CTNNAL1	3.54601001592692e-05
CTNNB1	0.0011053029302663
CTNNBIP1	2.96323963425567e-05
CTNNBL1	0.000108007801069104
CTNND1	0.000156484525764837
CTNS	4.47743237378784e-05
CTPS	1.2445666395596e-06
CTPS2	6.97811679571653e-05
CTR9	0.000127330064801026
CTRB1	0.000100090566403994
CTRB2	8.89510406536924e-05
CTRC	4.58967648723903e-05
CTRL	5.83861451072968e-05
CTSA	4.72356504894199e-05
CTSB	0.000106354280144189
CTSC	5.21665343687486e-05
CTSD	0.000121296621287612
CTSE	1.39301466341967e-05
CTSF	3.20588415416339e-05
CTSG	0.000162025047523361
CTSH	4.21360250232374e-05
CTSK	8.26809407184682e-05
CTSL1	1.2445666395596e-06
CTSL3	1.2445666395596e-06
CTSO	1.87932860674562e-05
CTSS	0.00014749615324061
CTSW	3.42157276568058e-05
CTSZ	4.68778358228689e-05
CTTN	0.000228229547905736
CTTNBP2	7.07869956693054e-05
CTU2	2.01496262959149e-05
CTXN1	1.2445666395596e-06
CTXN2	2.69135599741919e-05
CTXN3	1.2445666395596e-06
CUBN	5.46719892842982e-05
CUEDC1	1.2445666395596e-06
CUEDC2	1.4904244307865e-05
CUGBP1	1.2445666395596e-06
CUGBP2	1.2445666395596e-06
CUL1	0.000541288628769259
CUL2	0.000240486042713236
CUL3	0.000466383304307072
CUL4A	0.000231011881064227
CUL4B	0.000173950636826995
CUL5	0.000298959805987746
CUL7	0.000310840385474357
CUL9	4.64799045678656e-05
CUTA	3.5356349577588e-05
CUTC	2.13606263962539e-05
CUTL1	1.2445666395596e-06
CUX1	4.99772150465381e-05
CUX2	1.73568021981799e-05
CUZD1	1.2445666395596e-06
CWC15	0.000179201544564349
CWC22	0.000168341163242649
CWF19L1	2.88213142707557e-05
CWF19L2	6.57623514824853e-05
CX3CL1	0.000140155673021251
CX3CR1	0.000174882609405975
CXADR	3.17894786707667e-05
CXADRP2	1.2445666395596e-06
CXADRP3	1.2445666395596e-06
CXCL1	0.000171908411510722
CXCL10	0.000260681880675353
CXCL11	0.000131244445574337
CXCL12	0.000233756048608652
CXCL13	0.000129745568603432
CXCL14	7.57757886882674e-05
CXCL16	9.13806345893371e-05
CXCL17	5.71833382291405e-05
CXCL2	0.000139797234230555
CXCL3	9.26690708464475e-05
CXCL5	0.000108973123630932
CXCL6	8.05825135177591e-05
CXCL9	0.000178491753557539
CXCR1	0.000138741586082848
CXCR3	0.000183308331551455
CXCR4	0.000383664316575778
CXCR5	0.000172376112823229
CXCR6	0.000132107924377285
CXCR7	1.2445666395596e-06
CXXC1	5.69981758733378e-05
CXXC4	2.03894175756899e-05
CXXC5	2.21580055692763e-05
CXXC6	1.2445666395596e-06
CXYorf2	1.2445666395596e-06
CXorf12	1.2445666395596e-06
CXorf15	1.2445666395596e-06
CXorf18	1.2445666395596e-06
CXorf20	1.2445666395596e-06
CXorf21	3.86161629229363e-05
CXorf22	1.2445666395596e-06
CXorf23	1.2445666395596e-06
CXorf24	1.2445666395596e-06
CXorf26	1.2445666395596e-06
CXorf27	1.2445666395596e-06
CXorf30	1.2445666395596e-06
CXorf36	1.2445666395596e-06
CXorf38	1.2445666395596e-06
CXorf39	1.2445666395596e-06
CXorf40A	4.53240832171666e-05
CXorf40B	3.13951692022687e-05
CXorf41	1.2445666395596e-06
CXorf42	1.2445666395596e-06
CXorf45	1.2445666395596e-06
CXorf48	1.2445666395596e-06
CXorf50	1.2445666395596e-06
CXorf52	1.2445666395596e-06
CXorf55	1.2445666395596e-06
CXorf56	3.08688098918135e-05
CXorf57	1.2445666395596e-06
CXorf58	1.2445666395596e-06
CXorf59	1.2445666395596e-06
CXorf61	1.2445666395596e-06
CXorf64	1.2445666395596e-06
CXorf65	1.2445666395596e-06
CXorf67	1.2445666395596e-06
CYB561	3.7638613799658e-05
CYB561D1	7.70371317954638e-05
CYB561D2	1.2445666395596e-06
CYB5A	8.6326558223415e-05
CYB5B	8.48202229729396e-05
CYB5D1	1.62318578268932e-05
CYB5D2	1.44943866384127e-05
CYB5R1	4.00366699071169e-05
CYB5R2	3.73497681862618e-05
CYB5R3	5.56323787016311e-05
CYB5R4	3.86064664154136e-05
CYB5RL	3.3854882885915e-05
CYBA	9.44105972669274e-05
CYBASC3	1.2445666395596e-06
CYBB	0.000159174966421934
CYBRD1	5.50184195819503e-05
CYC1	0.000235510822914141
CYCS	0.000374613799022542
CYCSL1	1.2445666395596e-06
CYCSP52	1.2445666395596e-06
CYFIP1	0.000143138322158522
CYFIP2	0.000100605149093513
CYGB	2.65062260533168e-05
CYHR1	1.75869122240985e-05
CYLC1	1.2445666395596e-06
CYLC2	1.2445666395596e-06
CYLD	0.000136863990028416
CYLN2	1.2445666395596e-06
CYMP	1.2445666395596e-06
CYP11A1	0.000103525683245075
CYP11B1	7.68595023128102e-05
CYP17A1	0.000117391763239112
CYP19A1	0.000152401417273437
CYP1A1	0.000231778879859335
CYP1B1	0.000160858885777307
CYP20A1	1.2445666395596e-06
CYP21A2	8.46851969533699e-05
CYP26A1	0.000167331558069309
CYP26B1	6.49496125699126e-05
CYP26C1	5.53322655434524e-05
CYP27A1	9.72021265137539e-05
CYP27B1	5.87283538756165e-05
CYP27C1	7.13133075087602e-05
CYP2A13	0.000119010154375057
CYP2A7	1.58181830824644e-05
CYP2B6	0.000188669587312268
CYP2C18	0.000107139044951194
CYP2C19	0.000138360400838572
CYP2C8	0.000158844772673427
CYP2C9	0.000229222941762777
CYP2D6	0.000143770379828893
CYP2D7P1	1.2445666395596e-06
CYP2E1	0.000259191169909517
CYP2F1	3.07632196684888e-05
CYP2R1	3.00815457952979e-05
CYP2S1	8.60493717689383e-05
CYP2U1	6.43633061876985e-05
CYP39A1	2.96913012858358e-05
CYP3A43	1.2445666395596e-06
CYP3A5	0.000184785225908221
CYP3A7	0.000116183308887909
CYP46A1	5.55208123551279e-05
CYP4A11	0.000144604300736185
CYP4A22	0.000119163554573364
CYP4B1	1.2445666395596e-06
CYP4F11	2.11930847564894e-05
CYP4F12	1.81767795831446e-05
CYP4F2	7.59222381788198e-05
CYP4F22	5.40669301113025e-05
CYP4F3	6.89709031840582e-05
CYP4F8	7.16605326824936e-05
CYP4V2	1.86323313729259e-05
CYP4X1	3.76275394501331e-05
CYP4Z1	1.91651488526075e-05
CYP4Z2P	1.2445666395596e-06
CYP51A1	0.000116650566431175
CYP7B1	6.04584971120009e-05
CYP8B1	5.70721769465057e-05
CYSLTR1	4.08268098977413e-05
CYSLTR2	4.75247672153783e-05
CYTH1	7.48649031623406e-05
CYTH2	6.91590941363563e-05
CYTH3	6.44161457626694e-05
CYTH4	2.96763259419094e-05
CYTIP	4.11089354697162e-05
CYTL1	1.2445666395596e-06
CYTSA	1.2445666395596e-06
CYTSB	1.2445666395596e-06
CYorf14	1.2445666395596e-06
CYorf15A	1.2445666395596e-06
CYorf15B	1.2445666395596e-06
D21S2056E	1.2445666395596e-06
D2HGDH	2.72805818667203e-05
D4S234E	1.2445666395596e-06
DAAM1	7.94020997647919e-05
DAAM2	2.96822852234838e-05
DAB1	3.38175180343962e-05
DAB2	0.000127480631115708
DAB2IP	3.76880546008513e-05
DACH1	6.58394522570519e-05
DACH2	2.25693396464573e-05
DACT1	3.64404547161423e-05
DAD1	7.8096623373775e-05
DAG1	0.000195269465369252
DAGLA	4.92476929741496e-05
DAGLB	3.76423921094215e-05
DALRD3	2.16439491478167e-05
DAND5	2.11396489542425e-05
DAO	5.86160600027717e-05
DAP	1.46181978441334e-05
DAP3	0.000157115133282663
DAPK1	8.41673973813513e-05
DAPK2	4.68685928449986e-05
DAPK3	6.67970118915254e-05
DAPP1	2.60296010279609e-05
DARC	1.2445666395596e-06
DARS	1.2445666395596e-06
DARS2	8.10665525987049e-05
DAXX	0.000151239076386161
DAZ2	4.97658767972188e-05
DAZ3	4.90072749189395e-05
DAZ4	3.62123059046452e-05
DAZAP1	3.61239239049991e-05
DAZAP2	4.22606431929955e-05
DAZL	8.41215245025939e-05
DBC1	1.2445666395596e-06
DBF4	5.2420530361577e-05
DBI	7.18608769515731e-05
DBN1	6.60006208688867e-05
DBNDD1	1.2445666395596e-06
DBNDD2	1.2445666395596e-06
DBNL	3.89996939897965e-05
DBP	2.75892678725631e-05
DBR1	1.57433478554013e-05
DBT	0.000153320301173328
DC36	1.2445666395596e-06
DCAF10	5.72069062446841e-05
DCAF15	5.97889683851032e-05
DCAF16	7.65113933548645e-05
DCAF4L1	1.75999388602324e-05
DCAF6	6.34777909713405e-05
DCAF7	0.000158271234215148
DCAF8L1	1.2445666395596e-06
DCAKD	2.32930396647425e-05
DCAMKL3	1.2445666395596e-06
DCBLD1	1.2445666395596e-06
DCBLD2	2.26551521652525e-05
DCD	1.2445666395596e-06
DCDC1	3.78270908444957e-05
DCDC2	4.50502463157856e-05
DCDC2B	1.2445666395596e-06
DCDC5	1.2445666395596e-06
DCHS2	1.2445666395596e-06
DCI	1.2445666395596e-06
DCK	0.000137300579889461
DCLK1	3.5078496411814e-05
DCLK2	1.2445666395596e-06
DCLK3	1.69122602129587e-05
DCLRE1A	4.37390794349362e-05
DCLRE1C	8.11708911054088e-05
DCN	0.000208190597700178
DCP1A	0.000128830051951915
DCP1B	4.74815295807459e-05
DCP2	0.000123907394678893
DCPS	2.11777039289783e-05
DCST1	3.25879003627386e-05
DCT	3.69356905787615e-05
DCTD	5.39498271588164e-05
DCTN1	0.000273191154027177
DCTN2	0.000181979570589062
DCTN3	7.53413790685284e-05
DCTN4	8.77752539975615e-05
DCTN5	9.43926809498789e-05
DCTN6	8.39886567526255e-05
DCTPP1	5.39317973751942e-05
DCUN1D1	6.88891258138665e-05
DCUN1D2	4.77250711479329e-05
DCUN1D3	4.26638158061081e-05
DCUN1D4	3.40032151815041e-05
DCUN1D5	4.26694037751911e-05
DCX	0.000107660405884827
DCXR	1.82765512468459e-05
DDA1	6.9894829870511e-05
DDAH1	1.2445666395596e-06
DDAH2	2.1991719076896e-05
DDB1	0.000297865444936633
DDB2	0.000141870171287766
DDEF2	1.2445666395596e-06
DDHD1	7.70371317954638e-05
DDHD2	7.7037131795405e-05
DDI1	4.42722501892192e-05
DDI2	3.57284271032771e-05
DDIT3	8.71447220555546e-05
DDIT4	3.98246164155354e-05
DDIT4L	1.28511373938665e-05
DDN	2.03879465864688e-05
DDO	1.2445666395596e-06
DDOST	9.55209034694619e-05
DDR1	2.8933882475278e-05
DDR2	2.6011180119683e-05
DDRGK1	3.553208870251e-05
DDT	1.27403642168603e-05
DDTL	1.2445666395596e-06
DDX1	8.15747253110175e-05
DDX10	0.000114154409598408
DDX11	3.9609425771409e-05
DDX12	1.2445666395596e-06
DDX17	0.000101987096556354
DDX18	0.000172788951909098
DDX19-DDX19L	1.2445666395596e-06
DDX19A	3.56070936540772e-05
DDX19B	1.6562000580791e-05
DDX20	7.5051444479821e-05
DDX21	9.51329576031902e-05
DDX23	0.000129607182082616
DDX24	7.71057768382175e-05
DDX25	3.81065899018411e-05
DDX26B	1.2445666395596e-06
DDX27	9.92611440112322e-05
DDX28	0.000102786705177187
DDX31	7.08847227828911e-05
DDX39	1.2445666395596e-06
DDX3X	0.000133459206232625
DDX3Y	8.38123527280307e-05
DDX4	7.14397431507383e-05
DDX41	4.17432458856664e-05
DDX42	3.90553926235363e-05
DDX43	2.33258833292932e-05
DDX46	0.000103655476006012
DDX47	9.93391094301483e-05
DDX49	8.55596814910626e-05
DDX5	0.000208238894926432
DDX50	2.12613917408515e-05
DDX51	1.8682644897746e-05
DDX52	0.000103377513663619
DDX53	2.17539112421605e-05
DDX54	9.4941341293482e-05
DDX55	6.62392016958554e-05
DDX56	0.000153590136366682
DDX58	0.000309746184621083
DDX59	1.2445666395596e-06
DDX6	0.000167177847332103
DDX60	8.5388679912603e-05
DDX60L	2.37957884411312e-05
DEAF1	2.22614977658434e-05
DEC1	1.2445666395596e-06
DECR1	3.66146767449944e-05
DECR2	2.17793140793088e-05
DEDD	3.42842456535786e-05
DEDD2	1.37174004586282e-05
DEF6	2.00036570862977e-05
DEF8	1.2445666395596e-06
DEFA1	3.59588403716369e-05
DEFA1B	5.09037473145688e-05
DEFA3	3.99261764155945e-05
DEFA4	8.75487578223511e-05
DEFA5	7.22771438977608e-05
DEFA6	4.33073089035867e-05
DEFB103B	1.2445666395596e-06
DEFB104A	9.16222202272683e-05
DEFB104B	4.02774485694343e-05
DEFB105B	3.84440681774291e-05
DEFB106A	4.73951139163964e-05
DEFB106B	0.000118464788175713
DEFB107B	1.2445666395596e-06
DEFB108B	6.44555333084599e-05
DEFB109P1	1.2445666395596e-06
DEFB110	7.47381893788714e-05
DEFB112	4.32302682052469e-05
DEFB113	5.22170881918545e-05
DEFB114	7.35969681003194e-05
DEFB116	8.02645690436424e-05
DEFB117	1.2445666395596e-06
DEFB119	7.40517881219774e-05
DEFB122	1.2445666395596e-06
DEFB123	6.70790424147309e-05
DEFB124	8.16402208331769e-05
DEFB125	8.55499977581902e-05
DEFB127	0.000114366916862694
DEFB128	9.65270243340311e-05
DEFB129	9.47189073836687e-05
DEFB130	1.2445666395596e-06
DEFB131	1.2445666395596e-06
DEFB133	1.2445666395596e-06
DEFB134	5.93698598341377e-05
DEFB32	1.2445666395596e-06
DEFB4	1.2445666395596e-06
DEGS1	0.000103690302446672
DEK	5.57188894007178e-05
DEM1	1.2445666395596e-06
DENND1A	4.28948222509841e-05
DENND1B	2.77447928045034e-05
DENND1C	2.16234297764635e-05
DENND2A	1.76197374590059e-05
DENND2C	1.2445666395596e-06
DENND2D	1.32809930717134e-05
DENND3	2.06847761816385e-05
DENND4A	1.46177768305727e-05
DENND4B	1.2445666395596e-06
DENND4C	1.48386294896332e-05
DENND5A	2.17435974478507e-05
DENND5B	1.2445666395596e-06
DENR	9.32283400865243e-05
DEPDC1	0.000100672292170256
DEPDC1B	4.56790421421917e-05
DEPDC4	1.2445666395596e-06
DEPDC5	5.77962166433736e-05
DEPDC6	1.2445666395596e-06
DEPDC7	2.28153757678919e-05
DERA	0.000120310491707185
DERL1	0.000125122552099428
DERL2	9.01525857185253e-05
DERL3	6.58641666387237e-05
DERPC	1.2445666395596e-06
DES	5.98967785069566e-05
DET1	9.77599283175192e-05
DEXI	1.68786324783948e-05
DFFA	5.31111819938526e-05
DFFB	5.64408510504925e-05
DFNA5	1.2445666395596e-06
DFNB31	1.2445666395596e-06
DFNB59	1.2445666395596e-06
DGAT1	0.000179677977897626
DGAT2	8.35293852795942e-05
DGAT2L6	1.2445666395596e-06
DGCR10	1.2445666395596e-06
DGCR11	1.2445666395596e-06
DGCR14	1.2445666395596e-06
DGCR2	5.26434164410884e-05
DGCR5	1.2445666395596e-06
DGCR6	3.69834775493498e-05
DGCR6L	4.59456038834841e-05
DGCR8	8.05813392061958e-05
DGCR9	1.2445666395596e-06
DGKA	6.47322030288579e-05
DGKB	5.99430064489433e-05
DGKD	4.405244846999e-05
DGKE	8.31468696430369e-05
DGKG	5.70944106994625e-05
DGKH	4.77965859888451e-05
DGKQ	8.08236685420523e-05
DGKZ	8.21708221452052e-05
DGUOK	8.11189102420516e-05
DHCR24	0.000111127515299378
DHCR7	0.000123860297780488
DHDDS	6.94910792914218e-05
DHDH	3.53080140402273e-05
DHFR	0.000123623991407337
DHFRL1	1.2445666395596e-06
DHH	7.37431604000435e-05
DHODH	0.000123809175164922
DHPS	2.98880158965115e-05
DHRS1	1.2445666395596e-06
DHRS11	7.09351567054331e-05
DHRS12	1.2445666395596e-06
DHRS13	1.2445666395596e-06
DHRS2	5.59442705186718e-05
DHRS3	4.6532121355554e-05
DHRS4	6.72783183916462e-05
DHRS4L1	1.2445666395596e-06
DHRS4L2	1.43532479314695e-05
DHRS7	1.2445666395596e-06
DHRS7B	1.42460528376936e-05
DHRS7C	1.2445666395596e-06
DHRS8	1.2445666395596e-06
DHRS9	5.49034818850355e-05
DHRSX	3.13150208384415e-05
DHTKD1	5.81620393253321e-05
DHX15	0.000270215818664153
DHX16	0.000139315388101693
DHX29	5.63264782668659e-05
DHX30	2.634058156297e-05
DHX32	5.59117232135489e-05
DHX33	6.78506739207877e-05
DHX34	3.26998094860508e-05
DHX35	3.88051749432457e-05
DHX36	3.42735512450317e-05
DHX37	9.95641962494888e-05
DHX38	0.000142562281573049
DHX40	3.23977678550291e-05
DHX57	1.4946594709568e-05
DHX58	9.25771756739686e-05
DHX8	0.000134562570000048
DHX9	0.000279998631435178
DIABLO	8.71621361750472e-05
DIAPH1	7.36222152120408e-05
DIAPH2	5.77786779223536e-05
DIAPH3	8.57689944197986e-05
DICER1	0.000192160957785967
DIDO1	2.84150136722868e-05
DIMT1L	1.2445666395596e-06
DIO1	3.63905666285518e-05
DIO2	6.09649077746953e-05
DIO3	4.82988849260298e-05
DIO3OS	1.2445666395596e-06
DIP2A	1.72994187570806e-05
DIP2B	2.5553466135191e-05
DIP2C	1.72878050907955e-05
DIPAS	1.2445666395596e-06
DIRAS1	1.71737306917956e-05
DIRAS2	1.36280598867358e-05
DIRAS3	1.37914208724576e-05
DIRC1	1.2445666395596e-06
DIRC2	1.2445666395596e-06
DIS3	6.24495284353163e-05
DIS3L	4.89328615379722e-05
DIS3L2	3.68455346768918e-05
DISC1	0.000155867653565343
DISC2	1.2445666395596e-06
DISP1	3.53180902959735e-05
DISP2	2.14906497985665e-05
DIXDC1	2.85017792104548e-05
DKC1	0.000159157353434299
DKFZP434A062	1.2445666395596e-06
DKFZP434B061	1.2445666395596e-06
DKFZP434I0714	1.2445666395596e-06
DKFZP434L187	1.2445666395596e-06
DKFZP434P211	1.2445666395596e-06
DKFZP547L112	1.2445666395596e-06
DKFZP564C196	1.2445666395596e-06
DKFZP564J102	1.2445666395596e-06
DKFZP564O0523	1.2445666395596e-06
DKFZP586I1420	1.2445666395596e-06
DKFZP686C2281	1.2445666395596e-06
DKFZP779L1853	1.2445666395596e-06
DKFZP781G0119	1.2445666395596e-06
DKFZp434E1119	1.2445666395596e-06
DKFZp434I1020	1.2445666395596e-06
DKFZp434J1015	1.2445666395596e-06
DKFZp434K191	1.2445666395596e-06
DKFZp434M131	1.2445666395596e-06
DKFZp434N035	1.2445666395596e-06
DKFZp451A211	1.2445666395596e-06
DKFZp451M2119	1.2445666395596e-06
DKFZp547K054	1.2445666395596e-06
DKFZp564N2472	1.2445666395596e-06
DKFZp667F0711	1.2445666395596e-06
DKFZp667M2411	1.2445666395596e-06
DKFZp686A1627	1.2445666395596e-06
DKFZp686E2433	1.2445666395596e-06
DKFZp686I15217	1.2445666395596e-06
DKFZp686J0529	1.2445666395596e-06
DKFZp686K1684	1.2445666395596e-06
DKFZp686O1327	1.2445666395596e-06
DKFZp686O24166	1.2445666395596e-06
DKFZp761E198	1.2445666395596e-06
DKFZp761O2018	1.2445666395596e-06
DKFZp761P0423	1.2445666395596e-06
DKFZp779B1634	1.2445666395596e-06
DKFZp779M0652	1.2445666395596e-06
DKFZp781N1041	1.2445666395596e-06
DKK1	0.000139811982583478
DKK2	9.74137637714782e-05
DKK3	4.72886080804125e-05
DKK4	8.22149901304909e-05
DKKL1	3.78247512951403e-05
DLAT	0.000158685490121128
DLC1	3.50562874989878e-05
DLD	0.000156539393187735
DLEC1	2.45074803881963e-05
DLEU1	1.2445666395596e-06
DLEU2	1.2445666395596e-06
DLEU7	1.2445666395596e-06
DLG1	0.000192743796312845
DLG2	0.000132436518140288
DLG3	0.000165070160004577
DLG4	0.000525687193249708
DLG5	3.1238883816341e-05
DLGAP1	0.000102052943597761
DLGAP2	5.90156162658179e-05
DLGAP3	8.84009825653105e-05
DLGAP4	3.14689153751706e-05
DLGAP5	0.000181833203851829
DLK2	1.2445666395596e-06
DLL1	8.81840356184518e-05
DLL3	3.74089822699761e-05
DLST	0.000128273241083068
DLX1	3.10330869673646e-05
DLX2	4.6032636067073e-05
DLX3	2.61734176239136e-05
DLX4	1.2445666395596e-06
DLX6	1.85561010849765e-05
DLX6AS	1.2445666395596e-06
DMAP1	0.000134305243427342
DMBT1	5.68515329342726e-05
DMBX1	1.2445666395596e-06
DMC1	4.54944447261921e-05
DMD	0.000182813494873124
DMGDH	5.15448357584744e-05
DMKN	1.2445666395596e-06
DMP1	6.02262224215924e-05
